Created date|PID|Adviser|Title DE|Title EN|Abstract DE|Abstract EN
2014-06-16T18:24:25.247Z|o:3710|||translation of a room|Ausgehend von der Frage, wie man einen Raum und seine Objekte in ihrer Fülle beschreiben kann, ohne ihn klassisch abzubilden, ihn zu beschreiben oder sich physisch in ihm aufzuhalten, ihn also sinnlich wahrzunehmen, ist eine Übersetzungsmethode entstanden. Translation of a Room ist das Zeugnis dieser Übersetzung. Der Raum und einzelne Objekte wurden ausgewählt, durch die Beantwortung der Merkmals- und Eigenschaftskategorien findet eine Verschriftlichung der Beschreibung statt. Durch das Abziehen der Überbegriffe bleibt eine beschreibende Wortwolke - aus dieser wird ein syntaktisch korrekter Satz geformt. Eine schriftliche Verbildlichung. Der Satz dient als Handlungsanweisung für den nächsten Übersetzungsschritt die Skizze. Nach dieser Verbildlichung wird wiederum ein dreidimensionales Objekt gebaut. Ursprüngliches und Neues Objekt teilen Eigenschaften und Merkmale, eine Analogie.|The main question of the work „Translation of a Room“ is to show a room to somebody without describing it in spoken word, or document it with photo or video. As a result of this, a translation method evolved. A Room and some objects are chosen, because of some reason they are important to the translator. The translation process begins with a list of categories, completing the list will describe the original object in the whole range of its features and characteristics. Now, with the words from the list, that describe the object, a sentence is phrased, grammatically correct, but very bizarre. This sentence is kind of an instruction for the next step, a drawing of what the sentence says. Then a new object is made after the drawing. The original and the new object, are analogue in their features and characteristics, although there is the process of a translation inbetween.
2014-06-16T15:55:07.901Z|o:3707|Esther Dischereit, Univ.-Prof.  |Wiener Splitter||Die "Wiener Splitter" sind stets als Dialoge aufzufassen, wobei immer nur ein/e GesprächspartnerIn zu Wort kommt. Ich habe diese konstruierte Form gewählt, um den Texten eine gewisse Eigenart einzuschreiben. Die Prosa-Miniaturen sind essayistisch angedacht und arbeiten zumeist mit konkreten Bildern. Die Leerstellen des Gegenübers, also der Personen, die nicht zu Wort kommen, stehen dabei in Kontrast zu dem Lamentieren, Raunzen, Niedermachen und Hochstapeln; ein Schmäh ohne Ende, der wie gesprungener Firnis abgründige politische Haltungen überdeckt. Von Beobachtungen ausgehend – sozusagen „auf´s Maul geschaut“ – entstanden so im letzten Jahr kurze, holzschnittartige Umrisse von handelnden Personen in bestimmten Situationen. Die sprachliche „Festgefahrenheit“ der ProtagonistInnen wird im Text gespiegelt und „ausgestellt“. Die auf diese Weise Porträtierten scheinen in ihren Automatismen gefangen zu sein, aus denen heraus sie sprechen und handeln. Ihre Gesten und Eigenarten werden jedoch als etwas durch und durch Menschliches – genauer: Wienerisches – gleichzeitig auch gewürdigt.|The "Wiener Splitter" are always to be read as dialogues, whereby only one interlocutor is heard. I have chosen this form in order to give the texts a certain character. The prose miniatures should be interpreted as essays and they work mostly with concrete images. The vacancy of the interlocutor, so the people who are not heard, are presented in contrast to the moaning, whining, low-making and high stacks; a „schmäh“ without end. Based on observations, there emerged woodcut-like outlines of persons, acting in certain situations. The linguistic "bogged down" character of the protagonists is mirrored and „exhibited“ in the text. The people portrayed in this way appear to be trapped in their automatism, from which they speak and act. However, their gestures and idiosyncrasies are as something through and through human - or more precisely Viennese – but at the same time appreciated.
2014-06-16T11:22:18.600Z|o:3703|Gerhard Müller, Univ.Prof.  |Tag Acht||Elena Steiners Arbeiten betrachten den menschlichen Körper als Schnittstelle zwischen Individualität und Gesellschaft. Sie unterstellen ein Menschenbild, das ein Natur- genauso wie ein Kulturprodukt ist, mit einem Selbstbild, das nie frei von Fremdbildern sein kann. Um die Grenzen seiner gottgegebenen Gestalt zu überwinden, macht der Mensch seinen Körper zum Objekt manipulativer Praktiken, um wiederum als Subjekt zu sich selbst zurückzufinden. Ihre Protagonisten bieten vielschichtige Projektionsflächen für den Wunsch, über den Umweg der (Ver-)Formung, Erweiterung und Disziplinierung des eigenen Körpers Macht über das eigene Ich zu erlangen. Elena Steiners Bilder sind auch als Verweis auf die Einheit von Identität und Körper zu verstehen, dessen störanfällige Balance als fragile Momente in kurzzeitigen Posen zum Ausdruck gebracht werden.|Elena Steiner's works provide a look at the human body as an interface between individuality and society. They assume an image of humanity, which is a natural as well as a cultural product with a self-image that can never be free of public images. Following its inner or external coercion it transforms oneself into the object of manipulative practices to overcome God-given boundaries of human shape in order to find its way back as an own entity. Elena Steiner´s protagonists are complex projections with the wish to gain power over its own ego via the detour of (de-)formation, augmentation and discipline of its own body. Her images can be understood as a reference to the unity between identity and body, whose sensible balance is expressed through fragile moments in short-lived positions.
2014-06-15T19:08:23.133Z|o:3696|Gabriele Rothemann, Univ.-Prof.  |Cyclopædia|| „ALL THE IMAGES EXIST, BUT MIGHT NOT YET BE KNOWNTO OUR EYES; Our goal: the birth of the hidden stories ANDthe UNCOVERING of the CONCEALED“ bildet die Basis der Ausstellung sowie der dazu angefertigten Cyclopædia.Cyclopædia ist ein Werkkomplex welcher sich mit der These beschäftigt, dassalle Bilder schon vorhanden sind und mit der passenden Methode sichtbar gemacht werden können. Eine Choreographie der gefundenen Bilder die vom Besucher durchschritten wird, ein Buch als Illustration dieser These.|The premise of my diploma project Cyclopædia is the following thesis: All the images exist but might not yet be known to our eyes Our goal: the birth of the hidden stories And the uncovering of the concealed On the basis of this belief, the exhibition shows several works which, although they may take on different appearances (C-prints, Collages, Xylographs, Crystals), all originate from the same root. The entire project can be read as a verification of the hypothesis.
2014-06-14T08:31:25.839Z|o:3691|||Symbiotic Green City||In diesem Projekt wird eine neue Typologie von urbanen Grün-Systemen entwickelt, welche urbane Funktionen, wie Lebens-, Arbeits- und Einzelhandelsbereiche, integriert. Die interaktive Beziehung von Lebenskomplexität und natürlichen Grün-Objekten wird betont. Als Design-Zugang werden symbiotische biologische System betrachtet. Korallen sind ein Beispiel für solch ein System. Die Wachstumsstrategie der Korallen wird mit Umweltfaktoren wie Sonnenstunden, Windfluss und der skelettartigen Wachtumsmatrix in Verbindung gesetzt. Diese Parameter, welche das Gebäudevolumen und die Morphologie erzeugen indem sonnenzugewandte Flächen erweitert und der Winkel von Grünflächen durch den Windfluss deformiert werden, werden auf die urbane Fläche angewendet und betonen das globale Grün-Programm sowie die Zirkulationsmuster.
2014-06-13T07:09:08.913Z|o:3688|Eva Kernbauerer, Univ.-Prof. Mag. Dr.  |dazwischenliegen||Auszug: „I use furniture as a metaphor for human beings“ erklärt Whiteread in einem Interview und verweist damit auf die enge Subjekt-Objekt-Beziehung, die ihren Arbeiten (Abgüssen von Lufträumen innerhalb und unterhalb architektonischer Strukturen) signifikant innewohnt. Sie bezieht sich damit nicht nur auf die physische sondern ebenso auf die mentale Verbindung von Mensch und Gegenstand. Folglich wird das Bett durch Whitereads „Eingriff“ zur Metapher für den Menschen – oder etwas differenzierter ausgedrückt – zur Metapher für allgemein Menschliches. Dementsprechend verweist die Abwesenheit des Bettes, die aus dem Abdruck hervorgeht, auch auf die Absenz des Menschen, der wie der Gegenstand kein konkreter mehr ist, viel eher etwas Abstraktes und allgemein Gültiges darstellt, das als solches das ästhetische Subjekt betrifft, berührt und in diesem Fall „auf unsicheren Boden führt“. Teil1: zum Gussmaterial; Teil 2: zur Form; Teil 3: zur Oberfläche bzw. zum Abdruck|Abstract: „I use furniture as a metaphor for human beings“ explains Whiteread in an interview, referring to the close subject-object relationships (castings of airspaces within and underneath architectural structures) inherent to her works. She thereby refers not only to the physical but also the mental connection between human being and object. Accordingly, through Whiteread’s intervention, the bed turns into a metaphor for the human being or, more differentiated, even a metaphor for human in general. The absence of the bed resulting from the casting thus refers also to the absence oft he human being itself, who is, like the object, not concrete anymore but rather something more abstract and generally applicable, concerning and touching the aesthetic subject and thus, in this case, „leading on uncertain ground“. Part 1: on the casting material; Part 2: the form; Part 3: the surface/cast
2014-06-12T16:15:54.490Z|o:3684|Tim Richardson,   |Warcadia||demolition is stimulation|demolition is stimulation
2014-06-12T16:15:35.714Z|o:3683|Timothy Richardson,   ||< < The > >  Park Lane|Hin zum Landschaftsgarten|The engagement with the famous Palace Garden of the nobel Esterházy family its connection and embedment to the city of Eisenstadt lead me to the decision to take an even closer look at its history and relevance nowadays. What fascinated me in the design of the garden was how it was planned to build bridges to the surrounding landscape, the woodlands in the north and the included views of the plains arround the city. The so called “borrowed landscape” is a main feature in the dramaturgy in the park and as I know about the spatial design problems of the city of Eisenstadt I decided to continue this idea to make the park and the importance of designed outdoor spaces, for residents, and to tourists alike, more visible in the cityscape. Therefore I laid out the design concept of the road, connecting the palace garden with the sourrounding countryside via the cityscape. This concept contains the extension of the parks boundaries and the shifting of areal elements to connect the different spatial aspects of the areas the target road is crossing. This concept I called ‘The Park Lane/ Eisenstadt- shifting to connect”. Designing the landscape means to work with movement, with views and progress (seasons) and with interpretation and perception. The Park Lane is an efficient concept to extract public spaces of the already existing city scape. Eisenstadt is a growing city. Therefore the problem needs to be contemplated to ensure a better basis for future city development. As the Schlosspark is currently the only concepted public space, a new, modern integration is crucial. Extending the existing spaces instead of popping up new ones at random strengthens the citys identity and emphasizes the impact on the city scape, whereas new concepted external areas would devide the city and lead to a lacking connection between public spaces. This concept contains the creation of new public spaces and connects them along the Park Lane. By clearing the interface situation of park and city, using the concept of areal shifting, the historical garden is put into a contemporary context with the city and its future usage fore residents.
2014-06-12T16:09:09.315Z|o:3680|Timothy Richardson,   ||< < The > >  Erzberg Triptych|N/A|The work consists of three artworks in the background and three sculptures in front of them. Altogether they form a triptych. Each part of the triptych represents a different view on the town Eisenerz – the scientific perspective, the inside-view and the media landscape. These views developed through an intense research phase and attempt to understand the town/mountain relationship on as many levels as possible. The artworks are the documentary part of my thesis. They are the backbone for the sculptural interpretation of the analysis. The first artwork is an examination of 64 studies that have been made about the city Eisenerz and how successful those studies were in terms of relevance, accomplishment, usage and implementation – scientific perspective. The second artwork is a documentation of quotes I collected from my conversations with 14 people who dealt with EE to get a deeper insight in the social, cultural, economical and political fabric – inside-view. For the last artwork I examined all articles the media wrote about Erzberg-Eisenerz from 1997 to 2014 to understand the correlation between the negative opinion the broad public has about EE and the role media plays in this opinion-making process – media landscape. In my sculptural work I manifest each artwork in the background into a physical counter piece in terms of materiality, level of abstraction and haptic They also represent my personal perspective about the future of Eisenerz.
2014-06-11T14:44:28.924Z|o:3675|Patrick Werkner, ao. Univ.-Prof. Dr. phil.  |Andreas Urteil (1933-1963)||Das Sujet der menschlichen Figur ist eines der ältesten der Bildhauerei und blieb im Laufe der Entwicklung, von einer repräsentativen Plastik zu einem modernen und erweiterten Skulpturenbegriff, kontinuierlich vorhanden. Besonders durch die Lehrtätigkeit des Bildhauers Fritz Wotruba, an der Akademie der bildenden Künste Wien, erlebte die figurative Skulptur und Plastik in Österreich nach 1945 einen enormen Aufschwung. Eine bedeutende Position, innerhalb dieses Felds, nimmt der früh verstorbene Bildhauer und ehemalige Schüler Wotrubas Andreas Urteil (*1933-1963) ein. Seine Arbeit markiert, neben denen anderer Künstler, den Beginn einer zeitgenössischen Skulptur in Österreich. Thematisiert wird die Entwicklung seiner individuellen Formensprache, welche besonders durch seinen Lehrer Fritz Wotruba, seine Mitstudierenden, sowie durch außeruniversitäre Einflüsse der informellen Kunst rund um die Gruppe St. Stephan, geprägt wurde. Dieser Weg, hin zu seiner Formensprache eines dynamisch stark bewegten Menschenbilds, wird anhand von ausgewählten Werken veranschaulicht und tritt schließlich bei der Arbeit, welche 1962 während des Bildhauersymposions in St. Margarethen entstanden ist, voll in Erscheinung.|Depicting human beings is one of the most historical subjects in sculpturing. Starting with attempts to show an accurate picture of the human body, contemporary sculptors aim for more abstract pieces, which combine classic and modern elements. Especially due to Fritz Wotruba‘s teaching at the academy of fine arts in Vienna figurative sculptures and plastics have received increasingly more artistic attention after 1945. Another important personality within the area of figurative sculpturing turned out to be Andreas Urteil. Having been a student of Wotruba he developed many of his ideas into new directions in only a few years. In general, it is of concern how Urteil‘s progress has changed in terms of design vocabulary throughout the years, caused by influences such as Fritz Wotruba, fellow students and St. Stephan artists group. Circling around a dynamic view of the human being, selected works intend to reveal Andreas Urteil‘s language in sculpturing, which reached its zenith during the sculpture symposium in St. Margarethen 1962.
2014-06-11T08:59:48.014Z|o:3657|Matthias Spaetgens, Univ.-Prof.  |Bike Buddy||Bike Buddy ist ein mobiler Fahrrad-Reparaturdienst in Wien. Mit Hilfe von Lasten- Fahrrädern ist es Bike Buddy Mechanikern möglich, innerhalb kürzester Zeit Fahrradreparaturen jeglicher Art direkt am gewünschten Ort durchzuführen. Auch ist es möglich den Bike Buddy Service zu sich nach Hause zu holen und sich bequem und einfach sein Fahrrad richten zu lassen. Dem Kunden wird so eine unverzügliche Weiterfahrt ermöglicht.|Using "Cargobikes" our Bike Buddy mechanics are able to do any bicycle repair wherever needed in no time. Be it at home or on the road Bike Buddy solves your bike problems.
2014-06-10T09:32:01.572Z|o:3650||Test Hochladen||dies ist ein Test|this is a test
2014-06-06T09:56:07.008Z|o:3636|Gabriele Rothemann, Univ.-Prof.  |Mach das Licht aus, ich sehe was||Es gibt viele Möglichkeiten, sich von der Wirklichkeit ein Bild zu machen. Einer ist es, sie abzubilden. Was passiert aber, wenn das Gesehene nicht mehr dem gewohnten Bild entspricht? Etwa wenn unser Wohnraum zum Modell einer bildhaften Neuformulierung wird und Alltagsgegenstände auf ihre einfachste erkennbare Form abstrahiert werden. Ein autonomes Objekt entsteht, das den gemeinten Gegenstand in seiner ikonischen Form charakterisiert. Dieses Ersetzen eines realen Gegenstandes durch sein eigenes Abbild bringt eine Sehweise hervor, die zwischen Abwesend und Anwesend oszilliert. Sie kommuniziert über etwas in unserer Erinnerung, nämlich über das Bild das wir haben – das unserer Wirklichkeit.|There are many ways to get an idea of our reality. One is to portray it. But what happens when what we see does not correspond to what we are accustomed to see? For instance, when our living space becomes a model of a visual reinterpretation, and everyday objects are reduced to their simplest forms. The result is an autonomous object, which still characterizes the intended object in its most iconic form. The replacement of a real object with its own image causes a certain kind of perception of oscillation between absence and presence. This perception relates to something in our memory - namely the idea of our reality.
2014-06-05T15:49:59.275Z|o:3631|Gabriele Rothemann, Univ.-Prof.  ||Mad Rush|In ihrer Dokumentation der hundert Tage vom ersten März bis zum achten Juni 2014 lernt Hyo Lee das Klavierstück ´Mad Rush’ von Philip Glass zu spielen, um einige ihrer eindringlichen Fragen zu beantworten: Wie kann man der Faszination auf den Grund gehen? Wo entsteht Idolatrie und wann beginnt sie? Wie werden wir von der Musik durchdrungen/Wie verleiben wir sie uns ein?|In her documentation of 100 days from 1st of March to 8th of June 2014, Hyo Lee learns how to play a piano piece Mad Rush’ by Philip Glass to answer some of her haunting questions: how to get to the bottom of fascination? Where is idolatry coming from and when does it begin? How are we penetrated by music?
2014-06-05T14:55:42.898Z|o:3629|Brigitte Kowanz,   ||Down to Earth||“Down to Earth” ist eine Filminstallation, die aus 28 Schuhpaaren, einem Videomonitor und einem 8 Minuten langen Film besteht, der im Loop abgespielt wird. Der Film zeigt die Bewegung der getragenen Schuhe, die zu ‚Schuhwerken’ werden. Denn an die Schuhe sind Zusätze wie Mausefallen, Regenschirme oder Rückspiegel montiert, die die Schuhe in performative Objekte transformieren, die Benutzung erschweren und die Funktion der Schuhe verändern - die jetzt verschiedene Rhythmen erzeugen und Geschichten erzählen.
2014-06-05T09:56:34.124Z|o:3623|Daniela Hammer-Tugendhat, Prof.em.Dr.  |TAISIA KOROTKOVA: REPRODUKTION||Das Thema der künstlichen Reproduktion und einer allgemeinen Technologisierung des Geburtsprozesses ist sehr präsent in der heutigen Medienlandschaft. Mit der Serie Reproduktion nähert sich Korotkova sehr authentisch und selbstbewusst diesem hochaktuellen Thema auf eine facettenreiche Art und Weise. Die Künstlerin hinterfragt die Invasion der neuen Technologien in die Geburtspraktiken. Sie überprüft die grundlegenden Aspekte der menschlichen Fortpflanzung in der heutigen Gesellschaft. Wie definiert man heutzutage den Begriff „Mutter“? Welche Rolle spielt der Körper der Frau im reproduktiven Prozess und welche Rolle wird dabei dem Mann zugeschrieben? Welche Auswirkungen auf die zukünftigen Generationen könnten die technokratischen Geburtspraktiken haben? Die Bilder von Korotkovas Reproduktionsserie entführen uns in eine Welt von künstlich hormonal stimulierten und gesteuerten Frauen, die ihre Körper als Brutkasten für Kinder von anderen verwenden können; von emotionslosen, kopfgesteuerten Studenten, die sich auf die mechanischen Abläufe im technologisierten Empfängnis- und Geburtsprozess vorbereiten; von medizinisch, wissenschaftlich, chirurgisch durchgeführten Empfängnissen und Geburten; und von sorgfältig produzierten, genau vermessenen, dokumentierten und „produktgerecht“ gelagerten Babys. Das Thema der Reproduktionstechnologien ist außerordentlich aktuell und Korotkova findet eine eigene, klare und eindrucksvolle Sprache, um über dieses Thema zu sprechen. Die formalen Mittel, die sie wählt, bringen es zur Geltung: von der kalten Pastell-Palette der Farben, über die klaren Kompositionen mit abstrahierten Hintergründen im zweiten Teil der Serie und der altertümlichen Technik der Temperamalerei auf Holz, die die dargestellte Welt, in der Rationalität und Technologie die menschliche Reproduktion beherrschen, in einen Kontext der Geschichte der Kunst und somit auch in den Kontext der Geschichte der Menschheit stellt.|see german version
2014-06-04T08:12:57.481Z|o:3610|Brigitte Kowanz, Mag.art  |Strange Fruits|||In Strange Fruits setzt sich Maja-Iskra Vilotijevic mit lebensentscheidenden Momenten ihrer Vergangenheit auseinander, die von Abzweigungen und (Aus-)Brüchen geprägt sind. Anfang der 1980er Jahre in Jugoslawien geboren, ist ihr Weg von den politischen Ereignissen bestimmt, die tief in ihr soziales und familiäres Leben reichen. Die Arbeit ist in vier Kapitel unterteilt: Sister, Mother, Father, Brother. Als ein Zusammenspiel von Beklemmung, Wut und Verbundenheit, portraitiert Strange fruits ein individuelles Schicksal, das von kollektiven Erfahrung nicht zu trennen ist.
2014-06-02T14:59:39.059Z|o:3597|Gabriele Rothemann, Prof.  |ENGINE READY TO EXPLODE||Für die künstlerische Diplomarbeit "engine ready to explode" werden funktionale Gegenstände ausgewählt und auf ihre ästethische und skulpturale Qualität untersucht. Diese von Reduktion und Minimalimus geprägten Objekte stammen überwiegend aus einem technischen Kontext wie der Bauindustrie oder der Maschinenwelt. Die Struktur der einzelnen Arbeit ist bewusst offen und nicht zu konkret gewählt, um eine sofortige Zuordnung in einen Kontext zu vermeiden. Dadurch soll eine Analyse unter rein formal-ästethischen Aspekten möglich gemacht werden.|For the diploma project „engine ready to explode“ purely functional objects are selected and examined through their esthetical and sculptural qualities.These objects, characterized by their reduction and minimalism, mostly come from a technical context like the building industry or the world of machines. The structure of the individual works was chosen consciously in an unspecific way to avoid an immediate classification to a certain context. As a result it should be possible to analyse the work through purely formal and esthetical aspects.
2014-06-02T10:23:57.373Z|o:3582|Judith Eisler, Univ. Prof  |No Day Without Consequences||Aufbauend auf der Auseinandersetzung mit den Ordnungsgrundsätzen meiner städtischen Umgebung, versuche ich in meiner Arbeit persönliche Möglichkeiten zu finden, wie ich auf die Vorgänge die um mich geschehen, reagieren kann. Durch eigene und gezielt gesetzte Aktionen, will ich das Handlungs- und Wahrnehmungspotential urbaner Lebenswirklichkeiten ausloten. Es geht darum herauszufinden, was durch mehr oder minder einfache alltägliche Handlungen, über deren gewohnte Bedeutungen hinaus, dargestellt werden kann. Im speziellen konzentriere ich mich hier auf die Strukturen, von denen Räume bestimmt werden. Ich gehe der Frage nach, welche Handlungsoptionen ich angesichts gewisser (sozialer, politischer, sowie wirtschaftlicher) Gesetzmäßigkeiten habe, die an bestimmten und allgemein vertrauten Orten vorherrschen. Eine grundsätzliche Motivation, finde ich in der Beschäftigung damit, wie sich mein eigenes Handeln auf die mich umgebende Welt auswirkt und welche Auswirkungen das rückwirkend auf mich hat. Meine Arbeit sehe ich dabei als ein persönliches ausloten von Ursache – Wirkungsbeziehungen. Diese Art von Interaktion, stellt für mich eine Möglichkeit dar, meine eigene gesellschaftliche Position zu verorten. Darüber hinaus ist es ein Weg, eine persönliche Interpretation bestehender Systeme zum Ausdruck zu bringen. Bei der Planung eines Projektes, sind es vor allem formale Fragen und Methoden der bildenden Kunst (insbesondere von Malerei, Bildhauerei und Performance) die mich interessieren und die für die Gestalt meiner Arbeiten verantwortlich sind: Wie komme ich zu einer Form? Was macht einen bildhauerischen Prozess aus? Wie lässt sich Farbe herstellen und einsetzen? Was kann ein Weg zur Bildfindung sein? Wie gelange ich zu einer Komposition? Wie lässt sich in eine Situation eingreifen? Wie kann ich ein Geschehen für meine Arbeit nutzbar machen? Dabei geht es weniger darum, ein Produkt nach klaren ästhetischen Gesichtspunkten herzustellen. Die Ästhetik und der Grad an Poesie ergeben sich aus der Handlung selbst, im Ablauf und der Aufeinanderfolge bestimmter Gesten. Die endgültige Form eines Werkes ist dabei meist sehr stark vom Zufall abhängig. Der narrative Aspekt, also die Geschichte wie ein Werk entsteht, spielt in meinem Schaffen eine wesentliche Rolle. Am Beginn steht die Beobachtung meiner Umwelt. Scheint mir eine Situation als interessant genug, beginne ich, diese zur Grundlage einer Arbeit zu machen. Im Wesentlichen suche ich dabei nach Wegen, Vorgefundenes neu zu interpretieren und nach Bedarf umzuformulieren. In einem ersten Schritt werden beobachtete Vorgehensweisen analysiert, seziert und auseinander genommen. Für die darauf folgende Aktion, werden diese dann in Form eigener Handlungen, neu zusammengesetzt. Diese Umstrukturierung soll zu einer Störung und der kurzzeitigen Veränderung gewohnter Abläufe führen. In der gezielten Unterbrechung perfekt organisierter städtischer Strukturen sehe ich eine Möglichkeit, mit meiner Umwelt auf kritische Art und Weise zu interagieren. Im besten Fall kommt es dadurch zur Schaffung neuer Sinneszusammenhänge, die tradierte Interpretationsweisen in Frage stellen und sie so erweitern.|Building on the examination of my urban environment’s principles of order, I try to find individual possibilities in my work how I to respond to the events going on around me. I want to sound out the potential of action and perception of urban living conditions by means of my own purposeful actions. It is about finding out what can be represented by more or less everyday activities beyond the meanings we usually associate with them. Here, I place a particular emphasis on the structures that define spaces. I consider the question which options of action I have in the face of certain (social, political, and economic) laws that govern specific and generally familiar places. I find a basic motivation in dealing with how my own actions affect the world around me and in which ways this influences me retroactively. In this respect I see my work as personal sounding out of cause-effect relationships. This kind of interaction is a possibility for me to find my own position in society. Moreover, this is a way to express a personal interpretation of existing systems. When I plan a project, I am above all interested in formal questions and methods of visual art (painting, sculpture, and performance in particular), and these are responsible for the form of my works: How do I get to a form? What constitutes a sculptural process? How can color be produced and employed? What can be a pathway to visual invention? How do I achieve a composition? How can one intervene into a situation? In which ways can I use an event for my work? This is less about creating a product according to clear aesthetic considerations. The aesthetics and the degree of lyricism result from the action itself, in the process and sequence of specific gestures. Thereby, the final form of a work is for the most part highly contingent. The narrative aspect, hence the history of a work’s creation, plays an essential role in my work. At first, I observe my environment. If a situation seems interesting enough for me, I begin to turn it into the basis of a work. Essentially, I look for ways to reinterpret and if necessary reformulate found material. In a first step, I analyze, dissect, and dismantle the courses of action I have observed. For the action following this, I then reassemble these in the form of my own actions. This restructuring shall disrupt and momentarily change familiar processes. For me, purposefully disrupting perfectly organized urban structures is a possibility to interact with my environment in a critical manner. What I create in the best case is new contextual meaning that questions and thus extends traditional interpretations.
2014-06-02T10:16:38.911Z|o:3580|Roman Horak, Dr.phil.  |< < Der > >  fotografische Blick von oben.||Seit erste fotografische Aufnahmen aus einem Heißluftballon gelangen, sind die Technologien des Flugwesens und der Fotografie untrennbar miteinander verbunden. Nicht nur Militär und Wissenschaft erkannten das Potenzial von Luftbildfotografie, auch Künstlerinnen und Künstler sind anhaltend von der Perspektive von oben fasziniert. Die künstlerischen Aspekte der Luftbildfotografie ab 1950 sind Gegenstand der vorliegenden Arbeit. Dargelegt durch beispielhafte Künstler werden die Schwerpunkte der künstlerischen Luftbildfotografie, in die drei Bereiche - Abstraktion, Umweltzerstörung und Raumgestaltung - unterteilt. So zeigen Werke von William Garnett und Mario Giacomelli deren Faszination für abstrakte Qualitäten, welche der Perspektive von oben inhärent sind. Emmet Gowins und David Maisels Arbeiten legen die Auswirkungen von Umweltzerstörung in einer ästhetischen Art und Weise dar und Alex MacLean untersucht in seinen Fotografien die Spuren, welche der Mensch auf der Erde hinterlässt. Die Untersuchung der künstlerischen Arbeiten dieser Luftbildfotografen zeigt, dass künstlerische Luftbildfotografie das Potenzial besitzt, unser Verständnis von Welt zu vertiefen.|Since the first photographs were taken out of a hot-air ballon, flight and photography are intrinsically tied to each other. Not only military and science identified the potential of aerial photography, but also artists are persistently fascinated with the perspective from above. The artistic aspects of aerial photography as of 1950 are the subject of this thesis. Demonstrated by exemplary artists the key aspects of aerial photography are subdivided into the three fields - abstraction, destruction of the environment and organization of land. Works of William Garnett and Mario Giacomelli show their fascination with abstract qualities, which are inherent in aerial photography, Emmet Gowins and David Maisels works present the impact of ecological destruction in an aesthetic manner and Alex MacLean examines marks which humans leave on earth, in his photographs. Artistic aerial photography possesses the potential to change our notion of the world, which becomes apparent in the examination of the artistic work of these aerial photographers.
2014-05-29T15:38:19.868Z|o:3577|Gabriele Jutz, Ao. Univ.-Prof. Mag. Dr. phil.  |Authentizitätsstrategien der Neuen Wellen||In der vorliegenden Arbeit wird der Einsatz der Authentizitätsstrategien in den Filmen Les 400 coups (The 400 Blows) des französischen Filmemachers François Truffaut und Lásky jedné plavovlásky (Loves of a Blonde) des tschechischen Regisseurs Miloš Forman beschrieben. Zentral sind bei beiden Künstlern die Darstellungsmittel, die auf den Herstellungsprozess des Films verweisen. Es wird gezeigt, dass mittels filmsprachlicher Mittel ein diskursiver Raum konstruiert wird, der die ZuschauerInnen in eine kreative Interpretationsarbeit involviert. Als Ausgangspunkt werden die entscheidenden Aspekte des Narrationswandels Ende der 1950er und Anfang der 1960er Jahre beschrieben; die Dedramatisierung wird als der Schlüsselmoment in diesem Prozess identifiziert. Weiters wird durch die Beschreibung von Gestaltungsmitteln wie Tiefenschärfe oder intellektuelle Montage auf die Intention der Filmemacher hingewiesen, den ZuschauerInnen bei dem Rezeptionsprozess genügend Freiraum zu vermitteln. Die aktive Interpretationsarbeit des Publikums wird auch durch die Verwendung einer offenen Struktur bei der Bildgestaltung unterstützt. Die Darstellungsmittel, wie der Einsatz der Handkamera, oder die innovative Verwendung von jump cuts, sensibilisieren das Publikum für die Existenz der Autoreninstanz. Diese wird auch bei der Tongestaltung eindeutig spürbar, die Zusammenwirkung von Ton und Bild wird als ein wichtiges Gestaltungsmittel der Filmsprache beider Künstler identifiziert. Es wird ersichtlich, dass beide Künstler innovative Authentizitätsstrategien nützen, mittels derer sie in einen intensiven Kommunikationsprozess mit dem Publikum eintreten; durch das kritische Hinterfragen der Gestaltungsmittel wird die Metaebene der Filmsprache zum Thema. Auf diese Weise werden beide Filmemacher zu auteurs und die ZuschauerInnen zu InterpreterInnen.|The paper in consideration introduces the strategies of authenticity in the films Les 400 coups (The 400 Blows) by the French director François Truffaut and Lásky jedné plavovlásky (Loves of a Blonde) by the Czech filmmaker Miloš Forman. The main focus lays with both artists in regards to the means of expression which point to the production process of the films. By the application of these devices, a discursive space is constructed that involves the viewers in a creative process of interpretation. As a starting point the process of dedramatisation is presented that made the use of devices like depth of field or intellectual montage possible. They are used by both filmmakers to facilitate sufficient space needed for the viewers’ receptive process. Furthermore, the active interpretation is also focused by using open structure when the image is created. The means of expression like the application of hand camera or the innovative use of jump cuts make the viewers aware of the author’s existence. This is also true when considering sound arrangement. The creative exploitation of the flux of image and sound can be identified as a crucial device by both filmmakers. All in all, it is apparently clear that both artists use innovative strategies of authenticity that initiate an intensive process of communication with the audience. The critical consideration on the means of expression makes the metalanguage of the film to a matter for discussion. Consequently, both filmmakers become auteurs and the viewers become interpreters.
